브랜드,상품명,가격,가격대,옵션명,옵션혜택,리뷰내용,정제리뷰,키워드토큰문자열,리뷰평점,도움돼요구간,도움돼요점수,사진여부,리뷰글자수,리뷰단어수,리뷰군집,페르소나,주요관심사,대표키워드,메시지 방향,긍정신호여부,부정신호여부,쿨링감언급여부,향언급여부,두피언급여부,자극언급여부,가격구성언급여부,강한쿨링긍정여부,쿨링지속긍정여부,쿨링지속아쉬움여부,약한쿨링부족여부,민감자극회피여부
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,"엄마의 아베다의 추천으로 아베다의 길을 들어오고 헤어나오지 못하는중 저는 샴푸 2개를 쓰는데요,, 하나의 라보 탈모 샴푸 사용하고 그다음으로 이 아이를 사용해주고 있어요! 첫번쨰 사용하게 되면 거품이 잘 안 나와서 첫 번쨰는 집에서 있는 아무 샴푸 쓰시고 ! 2번쨰로 요걸 사용해보세요! 그리고 요 야이를 사용 할 떈 손바닥에 두개 양을 나누고 두피 먼저 샴푸를 발라준다라는 느낌으로 두피 먼저 샴푸 해주고 거품이 많이 나오면 그때 머리카락에 거품을 하는것이 좋아요! 왜냐 두피 먼저 닿냐 안닿냐 시원함의 차이가 커서요! 두피가 빨갛고 시원한 쿨링 샴푸 원하시면 이거 완전 강추입니다,,",엄마의 아베다의 추천으로 아베다의 길을 들어오고 헤어나오지 못하는중 저는 샴푸 2개를 쓰는데요 하나의 라보 탈모 샴푸 사용하고 그다음으로 이 아이를 사용해주고 있어요 첫번쨰 사용하게 되면 거품이 잘 안 나와서 첫 번쨰는 집에서 있는 아무 샴푸 쓰시고 2번쨰로 요걸 사용해보세요 그리고 요 야이를 사용 할 떈 손바닥에 두개 양을 나누고 두피 먼저 샴푸를 발라준다라는 느낌으로 두피 먼저 샴푸 해주고 거품이 많이 나오면 그때 머리카락에 거품을 하는것이 좋아요 왜냐 두피 먼저 닿냐 안닿냐 시원함의 차이가 커서요 두피가 빨갛고 시원한 쿨링 샴푸 원하시면 이거 완전 강추입니다,"엄마, 아베다, 아베다, 들어오고, 헤어나오지, 못하는중, 2개, 쓰는데요, 하나, 라보, 탈모, 그다음, 아이, 사용해주고, 첫번쨰, 사용하게, 되면, 거품, 나와서, 번쨰, 아무, 쓰시고, 2번쨰, 요걸, 사용해보세요, 야이, 손바닥, 두개, 나누고, 먼저, 발라준다라, 먼저, 해주고, 거품, 나오면, 그때, 머리카락, 거품, 하는것, 왜냐, 먼저, 닿냐, 안닿냐, 시원함, 차이, 커서요, 빨갛고, 시원한, 원하시면, 이거, 강추",5,보통,2,True,328,84,3,두피 컨디션 관리형,두피/유분,"시원한, 머리카락, 이거, 거품, 탈모, 아베다, 하나, 쿨링샴푸, 후기, 분들, 사용하기, 나와서",두피 편안함·유분 케어·세정감을 기능적 근거와 함께 제시,1,0,1,0,1,0,0,0,0,0,0,0
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,"여름에 사용하기 좋은 제품입니다. 저는 한번씩 탑리뷰어 쿠폰이 적용 가능해서 구매했는데, 사실 그냥 가격으로 사기에는 엄청 부담인 거 같아요. 👍자극이 없고, 살짝 청량하고 시원한 감이 있어요. 그래서 여름에 잘 맞아요. 👎거품이 풍성한 편이 아니에요ㅠ 그래서 많이 쓰게 되는 부분이 있어요. 👍염색모인데다 건성이라 두피가 어느 순간 가려워질 때가 있더라고요. 그럴 때 도움 많이 받았어요. 순해서인지? 시원한 느낌 때문인지? 괜찮았어요. 👎가격이 용량대비 비싸다보니ㅋ 이 부분이 제일 걸리기는 하죠ㅠ 염색모라 사실… 트리트먼트 없이 사용하시면 빗질이 안되기는 해요. 근데 이게 뭔가 아베다 샴푸들이 다 그런 경향이 있어서…저는 그냥 순해서 그런가보다… 그러고 사용합니다. 여름에 만족하며 사용중입니다.",여름에 사용하기 좋은 제품입니다 저는 한번씩 탑리뷰어 쿠폰이 적용 가능해서 구매했는데 사실 그냥 가격으로 사기에는 엄청 부담인 거 같아요 자극이 없고 살짝 청량하고 시원한 감이 있어요 그래서 여름에 잘 맞아요 거품이 풍성한 편이 아니에요 그래서 많이 쓰게 되는 부분이 있어요 염색모인데다 건성이라 두피가 어느 순간 가려워질 때가 있더라고요 그럴 때 도움 많이 받았어요 순해서인지 시원한 느낌 때문인지 괜찮았어요 가격이 용량대비 비싸다보니 이 부분이 제일 걸리기는 하죠 염색모라 사실 트리트먼트 없이 사용하시면 빗질이 안되기는 해요 근데 이게 뭔가 아베다 샴푸들이 다 그런 경향이 있어서 저는 그냥 순해서 그런가보다 그러고 사용합니다 여름에 만족하며 사용중입니다,"여름, 사용하기, 한번씩, 탑리뷰어, 쿠폰, 적용, 가능해서, 구매했, 사실, 사기, 부담인, 없고, 살짝, 청량, 시원한, 여름, 거품, 풍성한, 아니에요, 쓰게, 부분, 염색모인데다, 건성, 어느, 순간, 가려워질, 있더라, 그럴, 도움, 받았, 순해서인지, 시원한, 때문인지, 괜찮았, 용량대비, 비싸다보니, 부분, 걸리기, 하죠, 염색모라, 사실, 트리트먼트, 사용하시면, 빗질, 안되기, 이게, 아베다, 샴푸들, 그런, 경향, 있어서, 순해서, 그런, 그러고, 여름, 만족하며, 사용중",5,보통,2,True,393,91,0,청량감 즉시 체감형,쿨링/열감,"여름, 사용하기, 거품, 있어서, 열감, 구매했, 시원해서, 용량, 시원한, 좋아, 쿨링제품, 사용할",시원함·개운함·상쾌함을 사용 직후 체감 언어로 제시,1,1,1,1,1,1,1,0,0,0,0,1
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,저는 참고로 지성 두피입니다. 일단 이 샴푸 한여름에도 사용 가능할 것 같아요. 세정력 괜찮아요. 유분기가 확 빠져요. 아 물론 2번 샴푸 했을때요. 제형은 투명하고 보통 점성입니다. 그런데 생각보다 거품 양이 적고 금방 꺼져요. 그래서 보통 다른 샴푸사용할 때는 손에 어느 정도 거품을 내고 샴푸하는데 이거는 그냥 바로 두피에서 거품 내요. 두피에는 좋지 않은 습관이라는 걸 아는데 그래야 머리카락이 엉키지 않고 편하네요. 정말 정직하게 로즈마리 민트향 나요. 향이 아베다 샴푸어 너쳐링 샴푸보다는 제 취향에 맞았어요. 머리 말릴때 민트향 살짝 나고 향자체는 그 이후에 바로 날라가요. 저는 헤어오일 따로 쓰는 게 있어서 다른 향끼리 충돌 될 일 없고 오히려 좋았습니다. 주의 성분이 꽤 있네요. 아직까지는 재구매할 의사 있습니다.,저는 참고로 지성 두피입니다 일단 이 샴푸 한여름에도 사용 가능할 것 같아요 세정력 괜찮아요 유분기가 확 빠져요 아 물론 2번 샴푸 했을때요 제형은 투명하고 보통 점성입니다 그런데 생각보다 거품 양이 적고 금방 꺼져요 그래서 보통 다른 샴푸사용할 때는 손에 어느 정도 거품을 내고 샴푸하는데 이거는 그냥 바로 두피에서 거품 내요 두피에는 좋지 않은 습관이라는 걸 아는데 그래야 머리카락이 엉키지 않고 편하네요 정말 정직하게 로즈마리 민트향 나요 향이 아베다 샴푸어 너쳐링 샴푸보다는 제 취향에 맞았어요 머리 말릴때 민트향 살짝 나고 향자체는 그 이후에 바로 날라가요 저는 헤어오일 따로 쓰는 게 있어서 다른 향끼리 충돌 될 일 없고 오히려 좋았습니다 주의 성분이 꽤 있네요 아직까지는 재구매할 의사 있습니다,"참고, 지성, 일단, 한여름, 가능할, 세정력, 괜찮, 유분기, 빠져요, 물론, 2번, 했을때요, 제형, 투명, 보통, 점성, 그런데, 생각, 거품, 적고, 금방, 꺼져요, 보통, 다른, 샴푸사용할, 어느, 거품, 내고, 샴푸하, 이거, 거품, 내요, 좋지, 습관이라, 그래야, 머리카락, 엉키지, 않고, 편하, 정직하게, 로즈마리, 민트향, 나요, 아베다, 샴푸어, 너쳐링, 샴푸보다, 취향, 맞았, 말릴때, 민트향, 살짝, 나고, 향자체, 이후, 날라가요, 헤어오일, 있어서, 다른, 향끼리, 충돌, 없고, 오히려, 좋았, 성분, 아직까지, 재구매할, 의사",5,보통,2,True,410,106,3,두피 컨디션 관리형,두피/유분,"시원한, 머리카락, 이거, 거품, 탈모, 아베다, 하나, 쿨링샴푸, 후기, 분들, 사용하기, 나와서",두피 편안함·유분 케어·세정감을 기능적 근거와 함께 제시,1,0,1,1,1,0,0,0,0,0,0,0
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,ㅅㄹㅅㅌㅇ 에서 어메니티로 나왔더라구요. 이틀 동안 써보고 아주 만족해서 바로 구매했어요. 아베다 제품은 처음 써보는데 왜 유명한지 알겠더라구요. 우선 향이 좋아요. 머리를 다 감고 나면 민트 향이 아주 은은하게 나는데 이게 기분이 좋더라구요. 또한 개운한 느낌입니다. 그리 많은 양을 쓰지 않았는데 민트 때문인지 일반 샴푸에 비해서 시원한 느낌이 들었어요. 거품이 많이 나지는 않아요.그런데 세정력도 괜찮아요. 처음엔 살짝 당황했는데 세정력만 좋으면 뭐 거품이 적어도 괜찮은 것 같더라구요. 제 두피는 지성인데 사용하고 나면 개운해요. 기름진 느낌도 없었구요. 호불호가 갈릴 것 같은데 개인적으로 펌프가 아니어서 좋았습니다. 그래서 저는 양을 조절하기 쉬웠어요. 어메니티와 동일하게 말랑말랑한 보틀입니다. 딱딱한 플라스틱 보틀을 생각했는데 그렇지 않아서 제가 얼마나 눌러주느냐에 따라 양이 달라지는 점이 좋았어요. 저는 펌프보다는 이렇게 직접 해주는게 양 조절하기 쉽더라구요. 개봉 씰이 없어서 처음에 좀 당황했어요. 근데 찾아보니 원래 없나보네요. 가격 대비 용량이 좀 적어서 비싼 느낌이지만 그래도 좋아서 추천합니다.,에서 어메니티로 나왔더라구요 이틀 동안 써보고 아주 만족해서 바로 구매했어요 아베다 제품은 처음 써보는데 왜 유명한지 알겠더라구요 우선 향이 좋아요 머리를 다 감고 나면 민트 향이 아주 은은하게 나는데 이게 기분이 좋더라구요 또한 개운한 느낌입니다 그리 많은 양을 쓰지 않았는데 민트 때문인지 일반 샴푸에 비해서 시원한 느낌이 들었어요 거품이 많이 나지는 않아요 그런데 세정력도 괜찮아요 처음엔 살짝 당황했는데 세정력만 좋으면 뭐 거품이 적어도 괜찮은 것 같더라구요 제 두피는 지성인데 사용하고 나면 개운해요 기름진 느낌도 없었구요 호불호가 갈릴 것 같은데 개인적으로 펌프가 아니어서 좋았습니다 그래서 저는 양을 조절하기 쉬웠어요 어메니티와 동일하게 말랑말랑한 보틀입니다 딱딱한 플라스틱 보틀을 생각했는데 그렇지 않아서 제가 얼마나 눌러주느냐에 따라 양이 달라지는 점이 좋았어요 저는 펌프보다는 이렇게 직접 해주는게 양 조절하기 쉽더라구요 개봉 씰이 없어서 처음에 좀 당황했어요 근데 찾아보니 원래 없나보네요 가격 대비 용량이 좀 적어서 비싼 느낌이지만 그래도 좋아서 추천합니다,"어메니티, 나왔, 이틀, 동안, 써보고, 만족해서, 아베다, 써보, 유명한지, 알겠, 우선, 감고, 나면, 민트, 은은하게, 이게, 기분, 또한, 개운한, 그리, 쓰지, 않았, 민트, 때문인지, 일반, 비해서, 시원한, 들었, 거품, 나지, 그런데, 세정력, 괜찮, 처음엔, 살짝, 당황했, 세정력만, 좋으면, 거품, 적어, 괜찮, 지성인데, 나면, 개운, 기름진, 없었, 호불호, 갈릴, 같은데, 개인적, 펌프, 아니어서, 좋았, 조절하기, 쉬웠, 어메니티, 동일하게, 말랑말랑한, 보틀, 딱딱한, 플라스틱, 보틀, 생각했, 그렇지, 않아서, 얼마나, 눌러주느냐, 따라, 달라지, 좋았, 펌프보다, 이렇게, 직접, 해주는게, 조절하기, 개봉, 없어서, 당황, 찾아보니, 원래, 없나보, 대비, 용량, 적어서, 비싼, 느낌이지만, 그래",5,보통,2,True,572,134,2,세정감 꼼꼼 확인형,세정/거품,"거품, 세정력, 풍성하게, 샴푸바, 나고, 나서, 풍성, 생각, 좋았, 세정, 오래, 꾸준히",풍성한 거품·세정력·감은 뒤 머릿결을 실제 사용 장면으로 보여주기,1,1,1,1,1,0,1,0,0,0,0,0
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,신X스테이 어메니티로 나온다고해서 한번구매해봤어요! 🙂저는평소 건성두피라 자극적이지않고 촉촉하며 머릿결을 잘복구시켜주는 그런제품을 선호합니당🙃 🤨본격리뷰전 포장상태가너무 별로입니다. 쿠폰써서구매하긴했지만 24000원 비싼가격에저렇게 배송이왔습니다 실링도하나도없고 뒤에 종이는 긁혀있고 제일 이해되지않는부분은 뚜껑안 실링이없다는겁니다 이러면 다른사람이 반품한건지 물이부어진건지 신뢰도가 너무떨어져요 이런부분 신경써주셨음 좋겠습니다🤨 😃리뷰 : 일단 냄새가 페퍼민트+로즈마리 저는좋았어요! 향이좀 강한편이라 호불호가 갈릴거같아요 거품이나 세정력은 무난했고 좋은점은 머릿결을 좋게해줘요 제가염색모에 반곱슬 등등 머릿결이 안좋은상태인데 샴푸만하고나서도 다른 샴푸에비해 머릿결이 부들부들 해지는걸 느낄수 있었어요 1통더 구매할 의향있습니다(색은 투명한 젤타입입니다),신x스테이 어메니티로 나온다고해서 한번구매해봤어요 저는평소 건성두피라 자극적이지않고 촉촉하며 머릿결을 잘복구시켜주는 그런제품을 선호합니당 본격리뷰전 포장상태가너무 별로입니다 쿠폰써서구매하긴했지만 24000원 비싼가격에저렇게 배송이왔습니다 실링도하나도없고 뒤에 종이는 긁혀있고 제일 이해되지않는부분은 뚜껑안 실링이없다는겁니다 이러면 다른사람이 반품한건지 물이부어진건지 신뢰도가 너무떨어져요 이런부분 신경써주셨음 좋겠습니다 리뷰 일단 냄새가 페퍼민트 로즈마리 저는좋았어요 향이좀 강한편이라 호불호가 갈릴거같아요 거품이나 세정력은 무난했고 좋은점은 머릿결을 좋게해줘요 제가염색모에 반곱슬 등등 머릿결이 안좋은상태인데 샴푸만하고나서도 다른 샴푸에비해 머릿결이 부들부들 해지는걸 느낄수 있었어요 1통더 구매할 의향있습니다 색은 투명한 젤타입입니다,"신x스테, 어메니티, 나온다고해서, 한번구매해봤, 저는평소, 건성두피라, 자극적이지않고, 촉촉하며, 머릿결, 잘복구시켜주, 그런제품, 선호합니당, 본격리뷰전, 포장상태가너무, 쿠폰써서구매하긴했지만, 24000원, 비싼가격에저렇게, 배송이왔, 실링도하나도없고, 긁혀있고, 이해되지않는부분, 뚜껑안, 실링이없다는겁니다, 이러면, 다른사람, 반품한건지, 물이부어진건지, 신뢰, 너무떨어져요, 이런부분, 신경써주셨음, 좋겠, 일단, 냄새, 페퍼민트, 로즈마리, 저는좋았, 향이좀, 강한편, 호불호, 갈릴거같, 거품이나, 세정력, 무난했고, 좋은점, 머릿결, 좋게해줘요, 제가염색모, 반곱슬, 등등, 머릿결, 안좋은상태인데, 샴푸만하고나서, 다른, 샴푸에비해, 머릿결, 부들부들, 해지는걸, 느낄수, 있었, 1통더, 구매할, 의향있, 투명한, 젤타입",4,보통,2,True,423,70,1,실속 편의 탐색형,가격/구성/편의,"사용하기, 쓰고, 냄새, 않고, 드라이샴푸, 세정력, 지성, 있어서, 드라, 가루, 없어서, 재구매","용량 대비 가격, 구성 혜택, 사용 편의, 재구매 부담 감소를 전면에 배치",1,1,1,1,1,1,1,0,0,0,0,1
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,아베다 샴푸 예전부터 너무 써보고 싶었는데 올리브영 통해서 처음으로 구매해봤는데 진짜 신세계입니다!!! 왜 다들 좋다는지 알 것 같아요 먼저 향은 로즈메리민트향 음 비유하자면 약간 파스향 같기도한데 저는 딱히 싫지는 않았어요! 저는 두피가 지루성 피부염이 있어서 이거 쓰고 너무 좋았어요 머리감고나면 머리에 쿨링감이 10분이상 지속되면서 쿨링감이 있어서 너무 좋았어요 여름에 더운날 두피가 열 받았을때 사용하면 너무 좋을 것 같아요 거품양은 풍성하게 나지는 않아요! 그렇다고해서 너무 작지도 않으니 적당히 사용하기 딱 좋은 것 같아요! 유통기한도 2년이상이라 길어서 좋아요 단점은 가격에 비해 용량이 작다는 거라고 생각합니다 앞으로 이것만 사용하게 될 것 같네요 다음에 또 구매할게요,아베다 샴푸 예전부터 너무 써보고 싶었는데 올리브영 통해서 처음으로 구매해봤는데 진짜 신세계입니다 왜 다들 좋다는지 알 것 같아요 먼저 향은 로즈메리민트향 음 비유하자면 약간 파스향 같기도한데 저는 딱히 싫지는 않았어요 저는 두피가 지루성 피부염이 있어서 이거 쓰고 너무 좋았어요 머리감고나면 머리에 쿨링감이 10분이상 지속되면서 쿨링감이 있어서 너무 좋았어요 여름에 더운날 두피가 열 받았을때 사용하면 너무 좋을 것 같아요 거품양은 풍성하게 나지는 않아요 그렇다고해서 너무 작지도 않으니 적당히 사용하기 딱 좋은 것 같아요 유통기한도 2년이상이라 길어서 좋아요 단점은 가격에 비해 용량이 작다는 거라고 생각합니다 앞으로 이것만 사용하게 될 것 같네요 다음에 또 구매할게요,"아베다, 예전, 써보고, 싶었, 통해서, 구매해봤, 신세계, 다들, 좋다는지, 먼저, 로즈메리민트향, 비유하자면, 파스향, 같기도한데, 딱히, 싫지, 않았, 지루성, 피부염, 있어서, 이거, 쓰고, 좋았, 머리감고나면, 10분이상, 지속되면서, 있어서, 좋았, 여름, 더운날, 받았을때, 거품양, 풍성하게, 나지, 그렇다고해서, 작지, 않으니, 적당히, 사용하기, 유통기한, 2년이상, 길어서, 단점, 비해, 용량, 작다, 거라고, 생각, 이것만, 사용하게, 다음, 구매할게요",5,보통,2,True,382,92,3,두피 컨디션 관리형,두피/유분,"시원한, 머리카락, 이거, 거품, 탈모, 아베다, 하나, 쿨링샴푸, 후기, 분들, 사용하기, 나와서",두피 편안함·유분 케어·세정감을 기능적 근거와 함께 제시,1,1,1,1,1,0,1,0,1,0,0,0
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,아베다 샴푸는 처음 써봐요! ‼️사용하면 머릿결이 뻣뻣해질줄 알았는데 별로 그렇지 않아요~ 그래도 전 트리트먼트는 사용하긴 했습니당 ㅎㅎ ‼️거품이 잘 안날줄 알았는데 의외로 거품이 풍성해요! 일반샴푸보다는 거품이 덜하긴 하지만 이 정도면 충분히 만족스러워요~! ‼️향이 좋아요 정말 로즈마리 향이 나는 것 같아요🌿 향만으로도 힐링되는 느낌 & 두피클리닉 받는 느낌! ‼️사진에 보시면 1L 짜리 아베다 샴푸와 비교해봤으니 제품 크기는 사진을 참고해주세요~ 생각보다 꽤 오래 쓸 수 있을 것 같아용 ‼️샴푸 하고 나면 두피가 진정되는 느낌이에요 가격이 조금 비싼것 빼곤 단점을 찾아볼 수 없었어요☺️,아베다 샴푸는 처음 써봐요 사용하면 머릿결이 뻣뻣해질줄 알았는데 별로 그렇지 않아요 그래도 전 트리트먼트는 사용하긴 했습니당 거품이 잘 안날줄 알았는데 의외로 거품이 풍성해요 일반샴푸보다는 거품이 덜하긴 하지만 이 정도면 충분히 만족스러워요 향이 좋아요 정말 로즈마리 향이 나는 것 같아요 향만으로도 힐링되는 느낌 두피클리닉 받는 느낌 사진에 보시면 1l 짜리 아베다 샴푸와 비교해봤으니 제품 크기는 사진을 참고해주세요 생각보다 꽤 오래 쓸 수 있을 것 같아용 샴푸 하고 나면 두피가 진정되는 느낌이에요 가격이 조금 비싼것 빼곤 단점을 찾아볼 수 없었어요,"아베다, 써봐요, 머릿결, 뻣뻣해질줄, 알았, 그렇지, 그래, 트리트먼트, 사용하긴, 했습니당, 거품, 안날줄, 알았, 의외, 거품, 풍성, 일반샴푸보다, 거품, 덜하긴, 정도면, 충분히, 만족스러워요, 로즈마리, 향만으, 힐링되, 두피클리닉, 사진, 보시면, 1l, 짜리, 아베다, 비교해봤으니, 크기, 사진, 참고해주세요, 생각, 오래, 같아용, 나면, 진정되, 느낌이에요, 비싼것, 빼곤, 단점, 찾아볼, 없었",5,보통,2,True,335,80,2,세정감 꼼꼼 확인형,세정/거품,"거품, 세정력, 풍성하게, 샴푸바, 나고, 나서, 풍성, 생각, 좋았, 세정, 오래, 꾸준히",풍성한 거품·세정력·감은 뒤 머릿결을 실제 사용 장면으로 보여주기,1,1,0,1,1,0,1,0,0,0,0,1
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,이걸로 샴푸하면 개운해요. 여름철에 사용하기 좋은 것 같아요,이걸로 샴푸하면 개운해요 여름철에 사용하기 좋은 것 같아요,"이걸, 개운, 여름철, 사용하기",5,보통,2,False,33,8,1,실속 편의 탐색형,가격/구성/편의,"사용하기, 쓰고, 냄새, 않고, 드라이샴푸, 세정력, 지성, 있어서, 드라, 가루, 없어서, 재구매","용량 대비 가격, 구성 혜택, 사용 편의, 재구매 부담 감소를 전면에 배치",1,0,1,0,0,0,0,0,0,0,0,0
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,세정력좋고 개운해서 좋아요 부드럽고 향도좋음 마음에들어요,세정력좋고 개운해서 좋아요 부드럽고 향도좋음 마음에들어요,"세정력좋고, 개운해서, 부드럽고, 향도좋음, 마음에들",5,보통,2,False,31,6,1,실속 편의 탐색형,가격/구성/편의,"사용하기, 쓰고, 냄새, 않고, 드라이샴푸, 세정력, 지성, 있어서, 드라, 가루, 없어서, 재구매","용량 대비 가격, 구성 혜택, 사용 편의, 재구매 부담 감소를 전면에 배치",1,0,1,1,0,0,0,0,0,0,0,0
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,"나의 사랑 아베다 아베다의 여러가지 라인들이 나왔지만 저는 처음 오리지널 이게 너무 좋더라구요- 큰용량만 사다가 쓰다가 들고 다니기도 불편하고 해서 적응용량으로 구매- 두피가 잘 기름지고 , 혹은 두피가 싸하게 시원함을 느끼고 싶은 분들에게 강추 드립니다- 세정력도 좋아요! 다만 단점이라면 저는 탈색모였고 염색도 자주해서 손상모라 머리 감고 나면 두피는 좋은데 머리카락이 조금 뻣뻣해지는 그게 아쉬워요- 그리고 처음은 기존에 쓰던거 사용하시고 두번째로 사용하시면 거품이 잘 나요! 처음부터 이샴푸 쓰시면 거품이 잘 안나는 편",나의 사랑 아베다 아베다의 여러가지 라인들이 나왔지만 저는 처음 오리지널 이게 너무 좋더라구요 큰용량만 사다가 쓰다가 들고 다니기도 불편하고 해서 적응용량으로 구매 두피가 잘 기름지고 혹은 두피가 싸하게 시원함을 느끼고 싶은 분들에게 강추 드립니다 세정력도 좋아요 다만 단점이라면 저는 탈색모였고 염색도 자주해서 손상모라 머리 감고 나면 두피는 좋은데 머리카락이 조금 뻣뻣해지는 그게 아쉬워요 그리고 처음은 기존에 쓰던거 사용하시고 두번째로 사용하시면 거품이 잘 나요 처음부터 이샴푸 쓰시면 거품이 잘 안나는 편,"사랑, 아베다, 아베다, 여러가지, 라인들, 나왔지만, 오리지널, 이게, 큰용량만, 사다, 쓰다, 들고, 다니기, 불편, 적응용량, 기름지고, 싸하게, 시원함, 느끼고, 분들, 강추, 드립니다, 세정력, 다만, 단점이라면, 탈색모였고, 염색, 자주해서, 손상모라, 감고, 나면, 좋은데, 머리카락, 뻣뻣해지, 그게, 아쉬워요, 기존, 쓰던거, 사용하시고, 두번째, 사용하시면, 거품, 나요, 이샴푸, 쓰시면, 거품, 안나",5,낮음,1,True,294,71,3,두피 컨디션 관리형,두피/유분,"시원한, 머리카락, 이거, 거품, 탈모, 아베다, 하나, 쿨링샴푸, 후기, 분들, 사용하기, 나와서",두피 편안함·유분 케어·세정감을 기능적 근거와 함께 제시,1,1,1,0,1,0,1,0,0,0,0,1
아베다,아베다 로즈메리 민트 퓨리파잉 샴푸 250ml,35000,3만원 이상,옵션 없음,일반,"아베다 샴푸치고는 저렴하다는 것, 머리에 자극이 없어서 마음에 들어서 구매하게 되는 거 같아요. 머릿결이 많이 안 상한 상태라면 무난하고 괜찮게 사용 가능해요. 저는 요즘 머리 끝이 많이 상해있는데, 아무래도 아베다 샴푸가 사용하고나면 엄청 부드럽게 해주지는 않아서 사실 뻑뻑함이 많이 느껴지기는 해요ㅠ 그래도 건조한 두피가 간지럽거나 자극이 느껴지지 않아서 좋아요. 여름에는 살짝 청량감도 있어요. 겨울에는 너무 가벼운 느낌이라 좀 안 맞았던 거 같고.. 여름에는 시원한 느낌이 있어서 괜찮아요. 그렇다고 엄청 쿨링감이 있는건 아닙니다. 아베다 샴푸가 사실 대체적으로 거품이 풍성하게 나는 편은 아니어서 긴머리일 경우에는 엄청 많이 쓰게 됩니다. 그 부분 생각하면 가격적으로 부담인 거 같어요. 거품 덜 나다보니 빡빡 감기는 느낌은 덜 하지만 말리고나면 가렵거나 하지 않은 점이 좋아요.",아베다 샴푸치고는 저렴하다는 것 머리에 자극이 없어서 마음에 들어서 구매하게 되는 거 같아요 머릿결이 많이 안 상한 상태라면 무난하고 괜찮게 사용 가능해요 저는 요즘 머리 끝이 많이 상해있는데 아무래도 아베다 샴푸가 사용하고나면 엄청 부드럽게 해주지는 않아서 사실 뻑뻑함이 많이 느껴지기는 해요 그래도 건조한 두피가 간지럽거나 자극이 느껴지지 않아서 좋아요 여름에는 살짝 청량감도 있어요 겨울에는 너무 가벼운 느낌이라 좀 안 맞았던 거 같고 여름에는 시원한 느낌이 있어서 괜찮아요 그렇다고 엄청 쿨링감이 있는건 아닙니다 아베다 샴푸가 사실 대체적으로 거품이 풍성하게 나는 편은 아니어서 긴머리일 경우에는 엄청 많이 쓰게 됩니다 그 부분 생각하면 가격적으로 부담인 거 같어요 거품 덜 나다보니 빡빡 감기는 느낌은 덜 하지만 말리고나면 가렵거나 하지 않은 점이 좋아요,"아베다, 샴푸치고, 저렴하다, 없어서, 마음, 들어서, 구매하게, 머릿결, 상한, 상태라면, 무난, 괜찮게, 가능, 요즘, 상해있, 아무래, 아베다, 사용하고나면, 부드럽게, 해주지, 않아서, 사실, 뻑뻑함, 느껴지기, 그래, 건조한, 간지럽거나, 느껴지지, 않아서, 여름, 살짝, 청량감, 겨울, 가벼운, 맞았던, 여름, 시원한, 있어서, 괜찮, 그렇다고, 있는건, 아닙니다, 아베다, 사실, 대체적, 거품, 풍성하게, 아니어서, 긴머리일, 경우, 쓰게, 됩니다, 부분, 생각, 가격적, 부담인, 거품, 나다보니, 빡빡, 감기, 말리고나면, 가렵거나, 하지",5,낮음,1,True,441,108,3,두피 컨디션 관리형,두피/유분,"시원한, 머리카락, 이거, 거품, 탈모, 아베다, 하나, 쿨링샴푸, 후기, 분들, 사용하기, 나와서",두피 편안함·유분 케어·세정감을 기능적 근거와 함께 제시,1,1,1,0,1,1,1,0,0,0,0,1
